/home/daniel/Projects/faces-rec/log/detector/log_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/error_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/debug_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/feat_anal_1403999440.txt
Detection started for: /home/daniel/Projects/faces-rec/classifiers/states/classifier_1677_17_170

NEW SUBWINDOW
IS FACE CASCADE
HYPOTHESIS 10
1.50000 SW:(0, 0) ORIGINAL: (0, 2) FINAL: (0, 3) MASK_SIZE: (10, 10)  FILTER 50
1.50000 SW:(0, 0) ORIGINAL: (2, 18) FINAL: (3, 27) MASK_SIZE: (15, 9)  FILTER 2141
1.50000 SW:(0, 0) ORIGINAL: (0, 3) FINAL: (0, 4) MASK_SIZE: (30, 30)  FILTER 20
1.50000 SW:(0, 0) ORIGINAL: (2, 4) FINAL: (3, 6) MASK_SIZE: (15, 30)  FILTER 7066
1.50000 SW:(0, 0) ORIGINAL: (18, 3) FINAL: (27, 4) MASK_SIZE: (9, 18)  FILTER 12642
1.50000 SW:(0, 0) ORIGINAL: (10, 2) FINAL: (15, 3) MASK_SIZE: (10, 9)  FILTER 2370
1.50000 SW:(0, 0) ORIGINAL: (16, 1) FINAL: (24, 1) MASK_SIZE: (12, 10)  FILTER 0
1.50000 SW:(0, 0) ORIGINAL: (8, 0) FINAL: (12, 0) MASK_SIZE: (19, 9)  FILTER 4446
1.50000 SW:(0, 0) ORIGINAL: (0, 2) FINAL: (0, 3) MASK_SIZE: (10, 12)  FILTER 0
HYPOTHESIS 11
1.50000 SW:(0, 0) ORIGINAL: (4, 3) FINAL: (6, 4) MASK_SIZE: (15, 12)  FILTER 2804
1.50000 SW:(0, 0) ORIGINAL: (2, 0) FINAL: (3, 0) MASK_SIZE: (10, 13)  FILTER 9360
1.50000 SW:(0, 0) ORIGINAL: (9, 14) FINAL: (13, 21) MASK_SIZE: (12, 12)  FILTER 0
1.50000 SW:(0, 0) ORIGINAL: (3, 2) FINAL: (4, 3) MASK_SIZE: (12, 12)  FILTER 0
1.50000 SW:(0, 0) ORIGINAL: (4, 14) FINAL: (6, 21) MASK_SIZE: (25, 15)  FILTER 3549
1.50000 SW:(0, 0) ORIGINAL: (7, 15) FINAL: (10, 22) MASK_SIZE: (13, 13)  FILTER 248
1.50000 SW:(0, 0) ORIGINAL: (2, 5) FINAL: (3, 7) MASK_SIZE: (9, 12)  FILTER 36
1.50000 SW:(0, 0) ORIGINAL: (0, 5) FINAL: (0, 7) MASK_SIZE: (13, 21)  FILTER 4945
1.50000 SW:(0, 0) ORIGINAL: (3, 10) FINAL: (4, 15) MASK_SIZE: (16, 15)  FILTER 0
1.50000 SW:(0, 0) ORIGINAL: (11, 1) FINAL: (16, 1) MASK_SIZE: (19, 34)  FILTER 7954
1.50000 SW:(0, 0) ORIGINAL: (8, 13) FINAL: (12, 19) MASK_SIZE: (10, 10)  FILTER 0
NEW SUBWINDOW
IS FACE CASCADE
HYPOTHESIS 10
1.50000 SW:(0, 1) ORIGINAL: (4, 3) FINAL: (6, 5) MASK_SIZE: (13, 28)  FILTER 6583
1.50000 SW:(0, 1) ORIGINAL: (0, 11) FINAL: (0, 17) MASK_SIZE: (9, 13)  FILTER 2173
1.50000 SW:(0, 1) ORIGINAL: (0, 7) FINAL: (0, 11) MASK_SIZE: (31, 12)  FILTER 2831
1.50000 SW:(0, 1) ORIGINAL: (0, 2) FINAL: (0, 4) MASK_SIZE: (9, 27)  FILTER 6366
1.50000 SW:(0, 1) ORIGINAL: (18, 15) FINAL: (27, 23) MASK_SIZE: (9, 9)  FILTER 227
1.50000 SW:(0, 1) ORIGINAL: (5, 3) FINAL: (7, 5) MASK_SIZE: (10, 9)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (0, 2) FINAL: (0, 4) MASK_SIZE: (30, 30)  FILTER 20
1.50000 SW:(0, 1) ORIGINAL: (10, 5) FINAL: (15, 8) MASK_SIZE: (9, 12)  FILTER 2812
1.50000 SW:(0, 1) ORIGINAL: (8, 1) FINAL: (12, 2) MASK_SIZE: (16, 9)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (8, 11) FINAL: (12, 17) MASK_SIZE: (9, 13)  FILTER 8514
HYPOTHESIS 8
1.50000 SW:(0, 1) ORIGINAL: (5, 2) FINAL: (7, 4) MASK_SIZE: (9, 30)  FILTER 7054
1.50000 SW:(0, 1) ORIGINAL: (0, 5) FINAL: (0, 8) MASK_SIZE: (30, 10)  FILTER 8
1.50000 SW:(0, 1) ORIGINAL: (5, 16) FINAL: (7, 25) MASK_SIZE: (10, 9)  FILTER 2
1.50000 SW:(0, 1) ORIGINAL: (0, 7) FINAL: (0, 11) MASK_SIZE: (19, 10)  FILTER 79
1.50000 SW:(0, 1) ORIGINAL: (6, 18) FINAL: (9, 28) MASK_SIZE: (25, 9)  FILTER 2131
1.50000 SW:(0, 1) ORIGINAL: (10, 10) FINAL: (15, 16) MASK_SIZE: (9, 9)  FILTER 2115
1.50000 SW:(0, 1) ORIGINAL: (0, 7) FINAL: (0, 11) MASK_SIZE: (13, 12)  FILTER 2831
1.50000 SW:(0, 1) ORIGINAL: (3, 2) FINAL: (4, 4) MASK_SIZE: (16, 9)  FILTER 0
HYPOTHESIS 4
1.50000 SW:(0, 1) ORIGINAL: (4, 5) FINAL: (6, 8) MASK_SIZE: (10, 25)  FILTER 2
1.50000 SW:(0, 1) ORIGINAL: (0, 4) FINAL: (0, 7) MASK_SIZE: (9, 24)  FILTER 5667
1.50000 SW:(0, 1) ORIGINAL: (2, 7) FINAL: (3, 11) MASK_SIZE: (31, 9)  FILTER 2110
1.50000 SW:(0, 1) ORIGINAL: (6, 2) FINAL: (9, 4) MASK_SIZE: (9, 31)  FILTER 7290
HYPOTHESIS 41
1.50000 SW:(0, 1) ORIGINAL: (0, 12) FINAL: (0, 19) MASK_SIZE: (30, 12)  FILTER 16
1.50000 SW:(0, 1) ORIGINAL: (1, 4) FINAL: (1, 7) MASK_SIZE: (9, 24)  FILTER 16928
1.50000 SW:(0, 1) ORIGINAL: (0, 0) FINAL: (0, 1) MASK_SIZE: (27, 22)  FILTER 5164
1.50000 SW:(0, 1) ORIGINAL: (0, 8) FINAL: (0, 13) MASK_SIZE: (10, 9)  FILTER 16
1.50000 SW:(0, 1) ORIGINAL: (0, 7) FINAL: (0, 11) MASK_SIZE: (9, 22)  FILTER 5212
1.50000 SW:(0, 1) ORIGINAL: (10, 5) FINAL: (15, 8) MASK_SIZE: (19, 9)  FILTER 2107
1.50000 SW:(0, 1) ORIGINAL: (6, 4) FINAL: (9, 7) MASK_SIZE: (9, 15)  FILTER 10557
1.50000 SW:(0, 1) ORIGINAL: (1, 4) FINAL: (1, 7) MASK_SIZE: (9, 28)  FILTER 268
1.50000 SW:(0, 1) ORIGINAL: (2, 7) FINAL: (3, 11) MASK_SIZE: (9, 9)  FILTER 2142
1.50000 SW:(0, 1) ORIGINAL: (2, 3) FINAL: (3, 5) MASK_SIZE: (12, 24)  FILTER 227
1.50000 SW:(0, 1) ORIGINAL: (10, 0) FINAL: (15, 1) MASK_SIZE: (9, 33)  FILTER 7751
1.50000 SW:(0, 1) ORIGINAL: (2, 3) FINAL: (3, 5) MASK_SIZE: (33, 19)  FILTER 4439
1.50000 SW:(0, 1) ORIGINAL: (5, 0) FINAL: (7, 1) MASK_SIZE: (15, 24)  FILTER 28090
1.50000 SW:(0, 1) ORIGINAL: (7, 6) FINAL: (10, 10) MASK_SIZE: (9, 27)  FILTER 19150
1.50000 SW:(0, 1) ORIGINAL: (6, 2) FINAL: (9, 4) MASK_SIZE: (15, 28)  FILTER 6576
1.50000 SW:(0, 1) ORIGINAL: (0, 0) FINAL: (0, 1) MASK_SIZE: (9, 13)  FILTER 8415
1.50000 SW:(0, 1) ORIGINAL: (0, 13) FINAL: (0, 20) MASK_SIZE: (9, 9)  FILTER 2124
1.50000 SW:(0, 1) ORIGINAL: (17, 7) FINAL: (25, 11) MASK_SIZE: (10, 12)  FILTER 4
1.50000 SW:(0, 1) ORIGINAL: (9, 14) FINAL: (13, 22) MASK_SIZE: (22, 9)  FILTER 18
1.50000 SW:(0, 1) ORIGINAL: (0, 10) FINAL: (0, 16) MASK_SIZE: (27, 19)  FILTER 4526
